ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3188649811151,20004562,DUNLOP,Reifen,16.csv,175,65,R,15,,,SPORT FASTRESP.,,16,,,,,,
3188649813827,20004828,DUNLOP,Reifen,16.csv,225,65,R,16C,110,,ECONODRIVE,,16,,,,,,
3188649818662,20004677,DUNLOP,Reifen,16.csv,195,55,R,15,,,SPORT BLURESPONSE,,16,,,,,,
3188649818938,20004954,DUNLOP,Reifen,16.csv,225,55,R,16,,,SPORT BLURESPONSE,,16,,,,,,
3188649819256,20005098,DUNLOP,Reifen,16.csv,205,55,R,16,,,SPORT BLURESPONSE,,16,,,,,,
3188649820931,20004968,DUNLOP,Reifen,16.csv,165,70,R,13,,,STREET RESPONSE 2,,16,,,,,,
3188649821808,20004986,DUNLOP,Reifen,16.csv,205,45,R,17,,,SPORT MAXX RT*ROF XL,,16,,,,,,
3188649821822,20005160,DUNLOP,Reifen,16.csv,205,40,R,18,,,SPORT MAXX RT*ROF XL,,16,,,,,,
3286340496117,140005358,BRIDGESTONE,Reifen,16.csv,225,40,R,19,,,POTENZA S001*RFT,,16,,,,,,
3286340509213,140005267,BRIDGESTONE,Reifen,16.csv,225,45,R,17,,,TURANZA T001 EXT MOE,,16,,,,,,
3286340601511,140006180,BRIDGESTONE,Reifen,16.csv,225,50,R,17,,,TURANZA T001 EXT MOE,,16,,,,,,
3286340618816,140006022,BRIDGESTONE,Reifen,16.csv,205,60,R,16,,,BLIZZAK LM-32  MO,,16,,,,,,
3286340767217,140006881,BRIDGESTONE,Reifen,16.csv,205,60,R,17,,,BLIZZAK LM-001 *,,16,,,,,,
3286340841016,140006878,BRIDGESTONE,Reifen,16.csv,205,60,R,16,,,BLIZZAK LM-001 AO,,16,,,,,,
3286340921312,140006873,BRIDGESTONE,Reifen,16.csv,205,55,R,16,,,BLIZZAK LM-001 *,,16,,,,,,
3286340970518,150001901,FIRESTONE,Reifen,16.csv,195,55,R,16,,,ROADHAWK,,16,,,,,,
3286340972017,150001920,FIRESTONE,Reifen,16.csv,215,50,R,17,,,ROADHAWK XLFSL,,16,,,,,,
3286340998819,140007256,BRIDGESTONE,Reifen,16.csv,225,60,R,18,,,BLIZZAK LM-001 XL*,,16,,,,,,
3286341000016,140007518,BRIDGESTONE,Reifen,16.csv,225,50,R,17,,,BLIZZAK LM-001 3PMSF RFTXL*,,16,,,,,,
3286341003215,140007141,BRIDGESTONE,Reifen,16.csv,245,45,R,19,,,BLIZZAK LM-001 RFT XL*,,16,,,,,,
3286341041811,140007653,BRIDGESTONE,Reifen,16.csv,215,40,R,18,,,TURANZA T 005 XLAO,,16,,,,,,
3286341042214,140007500,BRIDGESTONE,Reifen,16.csv,215,65,R,17,,,BLIZZAK LM-001 3PMSF AO M+S,,16,,,,,,
3286341112818,150002014,FIRESTONE,Reifen,16.csv,195,60,R,16,,,ROADHAWK XL,,16,,,,,,
3286341113716,150002033,FIRESTONE,Reifen,16.csv,235,50,R,18,,,ROADHAWK XLFSL,,16,,,,,,
3286341116311,140007867,BRIDGESTONE,Reifen,16.csv,245,40,R,20,,,POTENZA S 001 RFTXL*FSL,,16,,,,,,
3286341284416,150001984,FIRESTONE,Reifen,16.csv,165,70,R,14,,,MULTIHAWK 2 XL,,16,,,,,,
3286341397611,140007971,BRIDGESTONE,Reifen,16.csv,215,65,R,16,,,BLIZZAK LM-005 3PMSF,,16,,,,,,
3286341413816,140008091,BRIDGESTONE,Reifen,16.csv,215,55,R,17,,,TURANZA T 005,,16,,,,,,
3286341516616,140007908,BRIDGESTONE,Reifen,16.csv,175,70,R,14,,,BLIZZAK LM-005 3PMSF,,16,,,,,,
3286341516814,140007913,BRIDGESTONE,Reifen,16.csv,185,60,R,15,,,BLIZZAK LM-005 3PMSF,,16,,,,,,
3286341517217,140007906,BRIDGESTONE,Reifen,16.csv,175,65,R,15,,,BLIZZAK LM-005 XL 3PMSF,,16,,,,,,
