ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3000000040591,185HR15TL,Michelin,REIFEN,07.csv,0,,,0,93,H,PKW Sommer HR,,07,,,,,,
3188642247445,100/90-18TL,Dunlop,REIFEN,07.csv,0,,,0,56,P,Motorrad Strasse Diagonal,,07,,,,,,
3188642250957,120/80-17TL,Dunlop,REIFEN,07.csv,0,,,0,61,V,Motorrad Strasse Diagonal,,07,,,,,,
3188642340955,100/90H19TL,Dunlop,REIFEN,07.csv,0,,,0,57,H,Motorrad Strasse Diagonal,,07,,,,,,
3188642341549,130/90-15,Dunlop,REIFEN,07.csv,0,,,0,66,P,Motorrad Strasse Diagonal,,07,,,,,,
3188649804368,80/90-21TL,Dunlop,REIFEN,07.csv,0,,,0,54,V,Motorrad Strasse Diagonal,,07,,,,,,
3188649804573,265/40VR20TLXL,Dunlop,REIFEN,07.csv,0,,,0,104,V,Reifen M + S  VR,,07,,,,,,
3188649804979,185/55VR16TL,Dunlop,REIFEN,07.csv,0,,,0,83,V,PKW Sommer VR,,07,,,,,,
3188649805389,275/45VR20TLXL,Dunlop,REIFEN,07.csv,0,,,0,110,V,Off Road Winter,,07,,,,,,
3188649805457,275/30YR20TLXL*,Dunlop,REIFEN,07.csv,0,,,0,97,Y,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649805662,100/80-14TT,Dunlop,REIFEN,07.csv,0,,,0,48,P,Motorrad Strasse Diagonal,,07,,,,,,
3188649806546,225/60HR17TL,Dunlop,REIFEN,07.csv,0,,,0,99,H,Off Road Winter,,07,,,,,,
3188649806959,275/35ZR21TLXL,Dunlop,REIFEN,07.csv,0,,,0,103,Y,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649808854,265/35VR20TLXL,Dunlop,REIFEN,07.csv,0,,,0,99,V,Reifen M + S  VR,,07,,,,,,
3188649808861,235/45VR19TLXL,Dunlop,REIFEN,07.csv,0,,,0,99,V,Reifen M + S  VR,,07,,,,,,
3188649809226,205/55HR16TL,Dunlop,REIFEN,07.csv,0,,,0,91,H,Reifen M + S  HR,,07,,,,,,
3188649809271,235/55HR17TL,Dunlop,REIFEN,07.csv,0,,,0,99,H,Reifen M + S  HR,,07,,,,,,
3188649809738,225/50HR18TLXL,Dunlop,REIFEN,07.csv,0,,,0,99,H,Reifen M + S  HR,,07,,,,,,
3188649810161,225/45WR17TL,Dunlop,REIFEN,07.csv,0,,,0,91,W,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649810321,120/70ZR17TL,Dunlop,REIFEN,07.csv,0,,,0,58,W,Motorrad Strasse Radial,,07,,,,,,
3188649810352,160/60ZR17TL,Dunlop,REIFEN,07.csv,0,,,0,69,W,Altprofile Reifen,,07,,,,,,
3188649810383,180/55ZR17TL,Dunlop,REIFEN,07.csv,0,,,0,73,W,Altprofile Reifen,,07,,,,,,
3188649810390,190/50ZR17TL,Dunlop,REIFEN,07.csv,0,,,0,73,W,Altprofile Reifen,,07,,,,,,
3188649811120,215/60HR17TL,Dunlop,REIFEN,07.csv,0,,,0,96,H,Reifen M + S  HR,,07,,,,,,
3188649811151,175/65HR15TL,Dunlop,REIFEN,07.csv,0,,,0,84,H,PKW Sommer HR,,07,,,,,,
3188649811205,205/55VR17TL,Dunlop,REIFEN,07.csv,0,,,0,91,V,PKW Sommer VR,,07,,,,,,
3188649811342,205/55HR16TL,Dunlop,REIFEN,07.csv,0,,,0,91,H,Reifen M + S  HR,,07,,,,,,
3188649811403,225/45WR17TL,Dunlop,REIFEN,07.csv,0,,,0,91,W,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649811441,205/55WR16TL,Dunlop,REIFEN,07.csv,0,,,0,91,W,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649811571,225/55HR16TL,Dunlop,REIFEN,07.csv,0,,,0,95,H,Reifen M + S  HR,,07,,,,,,
3188649812424,120/80-14TL,Dunlop,REIFEN,07.csv,0,,,0,58,S,Rollerreifen,,07,,,,,,
3188649812431,120/70-14TL,Dunlop,REIFEN,07.csv,0,,,0,55,S,Rollerreifen,,07,,,,,,
3188649812516,110/70-16TL,Dunlop,REIFEN,07.csv,0,,,0,52,S,Rollerreifen,,07,,,,,,
3188649812523,130/70-16TL,Dunlop,REIFEN,07.csv,0,70,70,0,61,S,Motorrad Strasse Diagonal,TL,07,,,,,,
3188649812707,255/40YR19TLXL,Dunlop,REIFEN,07.csv,0,,,0,100,Y,Off Road ohne Winter !!,,07,,,,,,
3188649813285,100/90-19TL,Dunlop,REIFEN,07.csv,0,,,0,57,H,Motorrad Strasse Diagonal,,07,,,,,,
3188649813674,"195/65R16CTL,",Dunlop,REIFEN,07.csv,0,,,0,104/102,T,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813704,195/75R16CTL,Dunlop,REIFEN,07.csv,0,,,0,107/105,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813735,205/65R16CTL.,Dunlop,REIFEN,07.csv,0,,,0,107/105,T,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813742,205/70R15CTL,Dunlop,REIFEN,07.csv,0,,,0,106/104,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813773,215/65R16CTL,Dunlop,REIFEN,07.csv,0,,,0,106/104,T,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813803,215/75R16CTL,Dunlop,REIFEN,07.csv,0,,,0,113/111,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813810,215/75R16CTL.,Dunlop,REIFEN,07.csv,0,,,0,116/114,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813827,225/65R16CTL,Dunlop,REIFEN,07.csv,0,,,0,112/110,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813834,225/70R15CTL,Dunlop,REIFEN,07.csv,0,,,0,112/110,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649813858,235/65R16CTL,Dunlop,REIFEN,07.csv,0,,,0,115/113,R,"LLKW Sommer 14""  15"" 16"" 17.5""",,07,,,,,,
3188649814329,150/70B17TL.,Dunlop,REIFEN,07.csv,0,,,0,69,V,Motorrad Strasse Diagonal,,07,,,,,,
3188649814633,235/55VR17TL,Dunlop,REIFEN,07.csv,0,,,0,99,V,Off Road ohne Winter !!,,07,,,,,,
3188649815111,235/55HR18TL,Dunlop,REIFEN,07.csv,0,,,0,100,H,Off Road Winter,,07,,,,,,
3188649815227,225/45YR17TL,Dunlop,REIFEN,07.csv,0,,,0,91,Y,PKW Sommer ZR/WR/YR,,07,,,,,,
3188649815289,255/45VR20TLXL,Dunlop,REIFEN,07.csv,0,,,0,105,V,Off Road Winter,,07,,,,,,
3188649815609,205/50WR16TL,Dunlop,REIFEN,07.csv,0,,,0,87,W,PKW Sommer ZR/WR/YR,,07,,,,,,
