product_id,EAN,manufacturer,article_description,tyre_width,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,stock,price,DOT,DEMO
TYRE-R0ACCDDD411D6,1000000018707,AVUS RACING,8.0Jx18 H2 ET35 5x112x66.6 AF16 anthracite polished Audi RL:735kg,8.0,,18,,,,4,185.73,,
TYRE-R0DBEFCD4C9E7,1000000430998,AVUS RACING,9.0Jx20 H2 ET25 5x112x66.6 AF18 black Audi RL:875kg,9.0,,20,,,,50,208.84,,
TYRE-R22E1F592097D,8057592641045,ETABETA,9.0Jx20 H2 ET30 6x114x66.1 COMBAT silber RL:1000kg,9.0,,20,,,,8,436.39,,
TYRE-R503FEB842E7F,8027529163629,MSW (OZ),8.0Jx18 H2 ET35 5x112x73.1 MSW 30 gloss black full polished,8.0,,18,,,,12,170.52,,
TYRE-R5324837A1B54,4250353319366,TEC-SPEEDWHEELS,8.0Jx18 H2 ET47 5x112x72.5 AS4 brillantsilber RL:730kg,8.0,,18,,,,40,109.98,,
TYRE-R6F1C427BE30B,8027529095173,MSW (OZ),6.5Jx16 H2 ET41 5x115x70.2 MSW 55 full silver ECE Opel Astra RL:630kg,6.5,,16,,,,12,70.48,,
TYRE-R716503FBDD66,4250996359934,RC-DESIGN,6.0Jx16 H2 ET45 5x100x57.1 RC27 schwarz glanz (sg) V6,6.0,,16,,,,20,78.81,,
TYRE-R8A9E5CF05B37,4251118747998,BARRACUDA,10.0Jx22 H2 ET40 5x108x73.1 PROJECT X Black brushed Surface undercut Trimline red RL:950kg,10.0,,22,,,,14,544.26,,
TYRE-R9737EE8214F9,4052894184508,WHEELWORLD-2DRV,9.5Jx22 H2 ET40 5x108x72.6 WH38 dark gunmetal full painted RL:1050kg,9.5,,22,,,,20,242.14,,
TYRE-RC982E0D0D566,4250996313561,BROCK,7.5Jx19 EH2+ ET44.5 5x108x63.4 B32 himalaya grey vollpoliert X4 RL:700kg,7.5,,19,,,,4,202.96,,
TYRE-RCFE19814F677,4250996322150,RC-DESIGN,7.0Jx17 H2 ET51 5x100x57.1 RC27 schwarzglanz vollpoliert V6 RL:650kg,7.0,,17,,,,20,102.90,,
TYRE-RD33F76EA3610,4059771031450,ATS,10.5Jx20 H2 ET40 5x112x66.5 PASSION dark grey W6,10.5,,20,,,,17,230.50,,
TYRE-REAE55F149002,1000000437409,AVUS RACING,9.0Jx20 H2 ET45 5x120x65.1 AC-518 black RL:750kg,9.0,,20,,,,44,208.84,,
TYRE-RF55F83977FD9,8030580895637,MAK,6.5Jx16 H2 ET46 5x108x65.1 EXPRESS black mirror,6.5,,16,,,,20,156.14,,
TYRE-RF6B2F08E99D8,4251118748087,BARRACUDA,10.0Jx22 H2 ET45 5x127x71.6 PROJECT X Silver-brushed-Surface undercut Trimline red RL:950kg,10.0,,22,,,,7,544.26,,
TYRE-T04612DD3A7EF,4548515036023,YOKOHAMA,275/30 R 19 XL TL 96W ADVAN NEOVA AD09 RPB BSW,275,30,19,96,W,ADVAN NEOVA AD09,25,147.15,,
TYRE-T065F77B163E2,4027694140450,HEIDENAU,3.50 - 18 M/C XL TT 62P K37,3.50,,18,62,P,K37,12,71.26,,
TYRE-T066DD6768AA6,8807622100338,NEXEN,215/60 R 16 TL 95H N BLUE 4SEASON BSW M+S 3PMSF,215,60,16,95,H,N BLUE 4SEASON,9,76.28,,
TYRE-T13669A942554,3528708241275,RIKEN,235/45 ZR 18 XL TL 98Y RIKEN UHP,235,45,18,98,Y,RIKEN UHP,50,59.19,,
TYRE-T16A479391871,6959956700271,LINGLONG,205/60 R 15 TL 91V GREEN-MAX HP010 BSW (CHN),205,60,15,91,V,GREEN-MAX HP010,36,50.49,,
TYRE-T1DA949792F4D,4032344663913,GENERAL TIRE,7.50 R 16 TT 112/110N SUPER ALL GRIP RADIAL BSW,7.50,,16,112,N,SUPER ALL GRIP RADIAL,16,165.24,,
TYRE-T210450476E2F,6972508642614,COMPASAL,155/70 R 13 TL 75T BLAZER HP BSW,155,70,13,75,T,BLAZER HP,20,32.89,,
TYRE-T3473F1135D6D,6943829522268,GT-RADIAL,235/45 R 18 XL TL  98Y SPORTACTIVE 2 MFS BSW (CHN),235,45,18,98,Y,SPORTACTIVE 2,28,78.20,,
TYRE-T359D893FA412,3528701715841,STRIAL,235/55 R 19 TL 101V STRIAL 701 BSW,235,55,19,101,V,STRIAL 701,8,96.32,,
TYRE-T35AF25C1129D,8714692881107,APOLLO,195/60 R 15 TL 88T ALNAC 4G WINTER BSW M+S 3PMSF,195,60,15,88,T,ALNAC 4G WINTER,10,49.68,,
TYRE-T38A862A9E653,4981910541608,TOYO,175/65 R 15 XL TL 88H PROXES COMFORT BSW,175,65,15,88,H,PROXES COMFORT,4,54.72,,
TYRE-T409D507D2FBB,3286341742312,BRIDGESTONE,190/55 ZR 17 M/C TL (75W) BATTLAX RS11,190,55,17,75,(W),BATTLAX RS11,5,181.83,,
TYRE-T4466DDF28C42,6959753229869,TRIANGLE,205/55 R 19 XL TL 97V ADVANTEX TC101 FSL BSW M+S,205,55,19,97,V,ADVANTEX TC101,20,54.19,,
TYRE-T4C536542AE25,6938112615055,GOODRIDE,205/75 R 16 C TL 110/108Q RADIAL H188 8PR BSW M+S,205,75,16,110,Q,RADIAL H188,20,49.95,,
TYRE-T55702FC03307,4981910784135,TOYO,285/60 R 18 XL TL 120V PROXES S/T III,285,60,18,120,V,PROXES S/T III,50,163.61,,
TYRE-T568E91AAFA01,4981910516262,TOYO,235/45 R 17 XL TL 97W PROXES TR1 BSW,235,45,17,97,W,PROXES TR1,36,64.35,,
TYRE-T5AFBD4940A7F,6932094105696,ARIVO,235/55 R 18 XL TL  104V CARLORFUL A/S BSW M+S 3PMSF,235,55,18,104,V,CARLORFUL A/S,40,67.65,,
TYRE-T67FD665D35FA,6953913103037,HIFLY,225/40 R 18 XL TL 92H WIN-TURI 212 +S M+S 3PMSF,225,40,18,92,H,WIN-TURI 212,6,156.61,,
TYRE-T6965D30073E8,4027694130505,HEIDENAU,2.75 - 17 M/C XL TT 47P K36,2.75,,17,47,P,K36,6,32.22,,
TYRE-T74CB210EB454,4019238422085,CONTINENTAL,110/90 - 18 M/C TL 61H CONTIGO!,110,90,18,61,H,CONTIGO!,20,93.17,,
TYRE-T763C957B805E,8019227386486,PIRELLI,13 R 22.5 TL 156/150K TG:01 II M+S 3PMSF,13,,22.5,156,K,TG:01 II,12,406.01,,
TYRE-T7F62FB4B2D13,8059971613186,MITAS,365/70 R 18 TL 135B/146A2 EM-01,365,70,18,135,B,EM-01,12,421.03,,
TYRE-T84E8300DDBFA,6942163605293,THREE-A,195/65 R 15 TL 91V P306 BSW,195,65,15,91,V,P306,12,59.90,,
TYRE-T868BA2EA39BF,4250084677810,BERLIN TIRES,175/70 R 13 TL 82T SUMMER HP 1 BSW,175,70,13,82,T,SUMMER HP 1,48,37.10,,
TYRE-T91C2A9F554EE,8714692361364,VREDESTEIN,195/65 R 15 TL 91H WINTRAC M+S 3PMSF,195,65,15,91,H,WINTRAC,4,56.55,,
TYRE-T999286403C26,6938112607289,GOODRIDE,285/50 R 20 TL 112V ZUPER ACE SA-57 BSW M+S,285,50,20,112,V,ZUPER ACE SA-57,20,72.17,,
TYRE-T9FAE616F4541,6953913128917,SUNFULL,225/55 R 17 XL TL 101V SF-983 AS BSW M+S 3PMSF,225,55,17,101,V,SF-983 AS,16,71.26,,
TYRE-TA0F0EB8E0D58,3528709009607,BFGOODRICH,275/70 R 22.5 TL 148/145M ROUTE CONTROL S HT M+S,275,70,22.5,148,M,ROUTE CONTROL S HT,8,532.21,,
TYRE-TA2ABE2DA2771,5060408162880,DAVANTI,225/45 ZR 18 XL TL 95Y PROTOURA SPORT BSW,225,45,18,95,Y,PROTOURA SPORT,4,80.83,,
TYRE-TADBA38CA064A,4981910516422,TOYO,215/45 R 18 TL 89W PROXES R51A MAZDA 3 BSW,215,45,18,89,W,PROXES R51A,20,103.82,,
TYRE-TB002AC3BD0CD,3188649812479,DUNLOP,160/60 R 14 M/C TL 65H SCOOTSMART RADIAL,160,60,14,65,H,SCOOTSMART RADIAL,5,91.36,,
TYRE-TB0BA99F4A14D,4038526073143,GOODYEAR,235/55 R 18 XL TL 104H ULTRAGRIP PERFORMANCE+ SUV M+S 3PMSF,235,55,18,104,H,ULTRAGRIP PERFORMANCE+ SUV,14,160.33,,
TYRE-TB8B3D65C7050,8903094006991,BKT,21x8 - 9 SET  PL 801 14PR,21,8,9,,,PL 801,5,72.71,,
TYRE-TC48CFB505AFE,8807622210532,ROADSTONE,225/70 R 16 TL 103T EUROVIS HP02 BSW,225,70,16,103,T,EUROVIS HP02,6,86.06,,
TYRE-TC791F0D5EFC8,8808563418841,LAUFENN,205/65 R 15 C TL 102/100T X FIT VAN (LV01) 6PR BSW M+S,205,65,15,102,T,X FIT VAN (LV01),5,67.42,,
TYRE-TCCF193BCF78C,3528707213693,BFGOODRICH,225/50 R 17 XL TL 98Y ADVANTAGE 2 BSW,225,50,17,98,Y,ADVANTAGE 2,12,90.21,,
TYRE-TCE655B2BAD0D,6959956771295,LINGLONG,205/60 R 16 TL 92H COMFORT MASTER BSW (CHN),205,60,16,92,H,COMFORT MASTER,21,47.40,,
TYRE-TD1B920D33F82,6971597443362,TOURADOR,195/50 R 15 TL 82V X ALL CLIMATE TF2 BSW M+S 3PMSF,195,50,15,82,V,X ALL CLIMATE TF2,43,34.48,,
TYRE-TD32270DAA5FE,8019227384130,PIRELLI,130/80 - 17 M/C TL 65H SPORT DEMON,130,80,17,65,H,SPORT DEMON,13,100.03,,
TYRE-TDE0AE277EA7A,3188649819225,DUNLOP,195/65 R 15 TL 91H SPORT BLURESPONSE,195,65,15,91,H,SPORT BLURESPONSE,21,45.92,,
TYRE-TDEA3C574BB7C,6959956778775,LINGLONG,195/45 R 16 XL TL 84V GRIP MASTER 4S MFS BSW M+S 3PMSF,195,45,16,84,V,GRIP MASTER 4S,21,36.66,,
TYRE-TDEA9CD0E2B6B,3286342052113,BRIDGESTONE,235/60 R 16 XL TL 104H TURANZA 6 BSW ENLITEN,235,60,16,104,H,TURANZA 6,35,103.70,,
TYRE-TE5F21AC15AB9,3528708653801,MICHELIN,225/40 ZR 19 XL TL (93Y) PILOT SPORT 4 S (FP) FSL,225,40,19,93,(Y),PILOT SPORT 4 S (FP),15,183.78,,
TYRE-TE9AD96859454,3286343256114,BRIDGESTONE,90/100 - 16 M/C TT 51M BATTLECROSS X10 R SAND NHS,90,100,16,51,M,BATTLECROSS X10 R SAND,4,49.61,,
TYRE-TEC765AF03EFB,3286342077314,BRIDGESTONE,185/75 R 16 C TL 104/102R DURAVIS ALL SEASON 8PR M+S 3PMSF,185,75,16,104,R,DURAVIS ALL SEASON,50,100.50,,
TYRE-TFA81B348335F,6973033761306,JOURNEY,25x10.00 - 12 TL 50J P375 6PR E4,25,10.00,12,50,J,P375,50,67.91,,
TYRE-TFBCA27B25C63,8680830038330,PETLAS,215/65 R 17 XL TL 103V SUVMASTER A/S BSW M+S 3PMSF,215,65,17,103,V,SUVMASTER A/S,20,98.93,,
TYRE-TFC7F9D76DF3B,8903635029816,GALAXY,10.5/80 - 18 TL 135A6 IMP PRO I-1 10PR,10.5,80,18,135,A6,IMP PRO,11,126.06,,
TYRE-TFD646AAEEECF,5452000637727,SAVA,225/55 ZR 16 TL 95W INTENSA UHP,225,55,16,95,W,INTENSA UHP,18,51.99,,
TYRE-TFF01F5CCB33C,8808563478890,HANKOOK,235/35 R 19 XL TL 91W WINTER I*CEPT EVO3 (W330) SBL M+S 3PMSF (KOR),235,35,19,91,W,WINTER I*CEPT EVO3 (W330),50,146.71,,
TYRE-R1B1DE22F0837,4250996366390,BROCK,7.5Jx18 H2 ET45 5x120x65.1 B45-5L himalaya grey voll-poliert (hgvp) V4,7.5,,18,,,,20,212.22,,
TYRE-R3FA235D97B7B,4059771003228,ATS,6.5Jx16 H2 ET35 4x98x58.1 STREETRALLYE 4-LOCH dark grey RL:615kg,6.5,,16,,,,40,103.92,,
TYRE-R583F813C6256,1000000455403,AVUS RACING,6.5Jx16 H2 ET50 6x120x74.5 AC-V61 black polished,6.5,,16,,,,20,167.71,,
TYRE-R5EB946A1D2A6,4251118738576,CORSPEED,9.0Jx21 H2 ET40 5x114.3x73.1 DEVILLE Silver-brushed-Surface/ undercut Color Trim rot RL:850kg,9.0,,21,,,,27,397.71,,
TYRE-R67FBA3619A99,4250996329388,BROCK,8.0Jx19 H2 ET30 5x112x66.7 B40 ferric grey matt (fgm) BM1 RL:800kg,8.0,,19,,,,12,198.27,,
TYRE-R78891C7F4796,8027529177510,OZ,7.0Jx18 H2 ET39 4x100x68.0 SUPERTURISMO WRC race white + red lettering RL:500kg,7.0,,18,,,,7,256.37,,
TYRE-R7A1D765C021A,8052740194909,ETABETA,9.0Jx20 H2 ET27 5x120x72.6 VENTI-R silber RL:900kg,9.0,,20,,,,8,332.95,,
TYRE-R83AE1D5EEA1F,4026569134099,DEZENT,8.5Jx20 H2 ET38 5x112x57.1 DEZENT KG DARK black polished,8.5,,20,,,,40,199.98,,
TYRE-R88A71023D5DF,8027529123111,MSW (OZ),6.0Jx15 H2 ET42 4x100x63.3 MSW 77 matt dark grey,6.0,,15,,,,9,67.96,,
TYRE-R9DE0E5172931,4250084635704,MAM,7.5Jx17 H2 ET45 5x108x72.6 MAM RS5 silver painted,7.5,,17,,,,40,110.56,,
TYRE-R9E121BA007DB,8051380006238,MOMO WHEELS,8.5Jx19 H2 ET42 5x112x72.3 SEVEN Black matt polish RL:700kg,8.5,,19,,,,20,183.07,,
TYRE-RA08C9B51F6FC,8030580241717,MAK,6.0Jx15 H2 ET30 4x100x72.0 MAGMA titan matt,6.0,,15,,,,24,114.72,,
TYRE-RBB12D5FD68E4,4026569095277,DEZENT,7.5Jx19 H2 ET53 5x112x66.6 DEZENT KG DARK black polished,7.5,,19,,,,40,170.06,,
TYRE-RCAA6B1ACE1F3,8002000055785,GMP,7.5Jx19 H2 ET35 5x114.3x73.1 LUNICA black glossy RL:780kg,7.5,,19,,,,42,162.50,,
TYRE-RDD479FFDAC54,4250996340420,RC-DESIGN,7.5Jx18 H2 ET50 5x108x63.4 RC32 ferric grau matt X4 RL:800kg,7.5,,18,,,,20,114.89,,
TYRE-RDED8D7ECAC42,4250314133710,CMS,7.0Jx17 H2 ET47.5 5x108x63.4 C30-DBC diamond black copper,7.0,,17,,,,17,126.24,,
TYRE-REA3A556394CD,8030580293914,MAK,7.5Jx18 H2 ET40 4x100x72.0 APX matt bronze,7.5,,18,,,,12,174.12,,
TYRE-RF78BFC289BD3,8024055193403,MOMO WHEELS,8.0Jx18 H2 ET45 5x112x72.3 REVENGE schwarz matt RL:730kg,8.0,,18,,,,20,150.05,,
TYRE-T00FAAD10C26D,4717784352145,MAXXIS,275/40 ZR 19 XL TL 105Y VICTRA SPORT 5 (VS5) MFS BSW,275,40,19,105,Y,VICTRA SPORT 5 (VS5),4,104.75,,
TYRE-T0005A021E73B,8059971587296,TRELLEBORG,200/50 - 10  XP1000 LOC FE 6.50F-10,200,50,10,,,XP1000 LOC,40,184.43,,
TYRE-T132B7D630808,4981910524700,TOYO,225/35 R 19 XL TL 88W PROXES TR1,225,35,19,88,W,PROXES TR1,36,93.67,,
TYRE-T175D41BEDC54,3528708479012,MICHELIN,235/55 R 17 XL TL 103W PRIMACY 5 BSW,235,55,17,103,W,PRIMACY 5,50,133.38,,
TYRE-T2A10B00E3D22,5452000726759,DUNLOP,245/40 R 19 XL TL 98Y SP SPORT 01 (J) MFS,245,40,19,98,Y,SP SPORT 01 (J),25,119.03,,
TYRE-T34465BAB77B8,8697322430923,LASSA,205/65 R 16 C TL 107/105R MULTIWAYS-C 8PR BSW M+S 3PMSF,205,65,16,107,R,MULTIWAYS-C,20,95.82,,
TYRE-T3E8DDDE703C3,8808956304607,KUMHO,235/75 R 15 XL TL 109T ROAD VENTURE AT52 BSW M+S 3PMSF,235,75,15,109,T,ROAD VENTURE AT52,49,93.59,,
TYRE-T43ACB56A416A,6950306329234,DAVANTI,165/70 R 14 TL 81T WINTOURA BSW M+S 3PMSF,165,70,14,81,T,WINTOURA,20,47.23,,
TYRE-T4C20DDF5619E,8808563477848,HANKOOK,225/45 R 18 XL TL 95V WINTER I*CEPT EVO3 (W330) M+S 3PMSF (KOR),225,45,18,95,V,WINTER I*CEPT EVO3 (W330),50,103.88,,
TYRE-T53BD96DA0350,6924064119772,ROYAL BLACK,LT245/70 R 17 TL 119/116Q ROYAL SPIDER R/T 10PR BSW M+S P.O.R,245,70,17,119,Q,ROYAL SPIDER R/T,20,261.92,,
TYRE-T55320DF10B35,8808563558837,HANKOOK,215/75 R 17.5 TL 135/133K SMARTFLEX TH31 16PR M+S 3PMSF LRH,215,75,17.5,135,K,SMARTFLEX TH31,40,190.73,,
TYRE-T5AB536969AFA,6927116131197,GOODRIDE,LT32x11.50 R 15 TL 113Q MUD LEGEND SL366 6PR BSW M+S P.O.R LRC,32,11.50,15,113,Q,MUD LEGEND SL366,4,106.25,,
TYRE-T65098F2EE63D,4019238027556,CONTINENTAL,150/70 R 17 M/C TL 69S TKC 70 ROCKS M+S,150,70,17,69,S,TKC 70 ROCKS,6,126.20,,
TYRE-T664856C381DC,8019227395389,PIRELLI,315/40 ZR 21 XL TL (115Y) P-ZERO (PZ4) (SPORTS CAR) (NC0) MFS BSW,315,40,21,115,(Y),P-ZERO (PZ4) (SPORTS CAR) (NC0),19,304.77,,
TYRE-T6A90FE9F9175,3528706032653,MICHELIN,110/80 B 18 M/C TL 58V ROAD CLASSIC,110,80,18,58,V,ROAD CLASSIC,20,94.97,,
TYRE-T6FF65DD62E3D,6959655420500,SAILUN,245/65 R 17 TL 107S TERRAMAX A/T (SV12) OWL M+S 3PMSF,245,65,17,107,S,TERRAMAX A/T (SV12),20,112.64,,
TYRE-T74319D1AD4A1,3760173116621,BLACK-STAR,215/65 R 16 TL 98Q GLOBE TROTTER,215,65,16,98,Q,GLOBE TROTTER,13,90.63,,
TYRE-T75CBA3863317,8808563504780,LAUFENN,175/65 R 14 XL TL 86T G FIT EQ+ (LK41+) BSW (IDN),175,65,14,86,T,G FIT EQ+ (LK41+),10,41.47,,
TYRE-T78ED8BAD29A9,8808563455280,HANKOOK,235/55 R 18 TL 100V VENTUS PRIME 3 X (K125A) (VW) VW TIGUAN BSW SEALGUARD (UNG),235,55,18,100,V,VENTUS PRIME 3 X (K125A) (VW),18,107.30,,
TYRE-T78F442EDB352,8903094010813,BKT,15.0/55 - 17 TL  AW-909 14PR,15.0,55,17,,,AW-909,5,152.67,,
TYRE-T89143305C37F,4019238287004,CONTINENTAL,215/55 R 17 TL 94V CONTIPREMIUMCONTACT 5,215,55,17,94,V,CONTIPREMIUMCONTACT 5,6,120.56,,
TYRE-T8B2C33AB7BA2,6290300035664,ZEETEX,235/60 R 18 XL TL 107H ZT8000 4S BSW M+S 3PMSF,235,60,18,107,H,ZT8000 4S,12,80.99,,
TYRE-T922EBB6CDD64,4050496773922,MATADOR,215/60 R 17 TL 96H MP 72 IZZARDA A/T 2 FR M+S 3PMSF,215,60,17,96,H,MP 72 IZZARDA A/T 2,8,108.87,,
TYRE-T939C091B8AAD,8808956294250,MARSHAL,155/65 R 14 TL 75T MH22 BSW M+S 3PMSF,155,65,14,75,T,MH22,6,44.83,,
TYRE-T967A9A9CD67E,3528705849030,TAURUS,145/70 R 13 TL 71T TAURUS ALL SEASON BSW M+S 3PMSF,145,70,13,71,T,TAURUS ALL SEASON,50,41.31,,
TYRE-T9D33ECAA87AF,8807622149283,ROADSTONE,155/80 R 13 TL 79T EUROVIS HP02 BSW,155,80,13,79,T,EUROVIS HP02,20,62.50,,
TYRE-TAB5CCAB98472,6924064116658,ROYAL BLACK,205/65 R 16 C TL 107/105T ROYAL VAN A/S 8PR BSW M+S 3PMSF,205,65,16,107,T,ROYAL VAN A/S,13,52.07,,
TYRE-TAE2B552E07BE,8019227291872,PIRELLI,245/45 R 20 XL TL 103W P-ZERO (SPORTS CAR) (*) MFS,245,45,20,103,W,P-ZERO (SPORTS CAR) (*),40,184.16,,
TYRE-TB78F61414283,8808563504445,LAUFENN,245/45 ZR 17 XL TL 99Y S FIT EQ+ (LK01+) BSW (IDN),245,45,17,99,Y,S FIT EQ+ (LK01+),4,83.97,,
TYRE-TB792675C4F9E,6959655446654,ROADX,205/45 R 16 XL TL 87V RX FROST WH01 MFS BSW M+S 3PMSF,205,45,16,87,V,RX FROST WH01,20,69.32,,
TYRE-TBB63BC2ECE6C,4250427437279,FALKEN,245/70 R 17.5 TL 143/141J RI128 BLK M+S 3PMSF,245,70,17.5,143,J,RI128,50,232.17,,
TYRE-TC0D3EA87E3BE,6977833320312,LANDSPIDER,245/45 ZR 19 XL TL 102Y SPORTRAXX UHP BSW,245,45,19,102,Y,SPORTRAXX UHP,50,55.05,,
TYRE-TC5779A1466D2,4024069002016,VIKING,215/70 R 15 C TL 109/107S FOURTECH VAN 8PR M+S 3PMSF,215,70,15,109,S,FOURTECH VAN,20,102.61,,
TYRE-TCB6A4DD858FA,4019238011821,CONTINENTAL,225/50 R 17 XL TL 98Y ECOCONTACT 6 (*) (EVc) BSW,225,50,17,98,Y,ECOCONTACT 6 (*) (EVc),4,116.72,,
TYRE-TD267AFCC6BE4,8808563507019,LAUFENN,195/65 R 15 TL 91T G FIT EQ (LK41) (UNG),195,65,15,91,T,G FIT EQ (LK41),24,45.25,,
TYRE-TD7F573036BE4,6969999054781,GRIPMAX,255/35 R 19 XL TL 96W SUREGRIP A/S BSW M+S 3PMSF,255,35,19,96,W,SUREGRIP A/S,50,76.05,,
TYRE-TD9C6F90F387C,3831126109011,MITAS,80/100 - 21 TL/TT 51P ENDURO HYBRID SUPER (YELLOW) M+S (2.75-21) (IND),80,100,21,51,P,ENDURO HYBRID SUPER (YELLOW),10,42.46,,
TYRE-TDFF89CAFBD4B,6959655450460,ROADX,215/45 ZR 18 XL TL 93Y RX MOTION U11,215,45,18,93,Y,RX MOTION U11,7,48.91,,
TYRE-TE331F01B3B45,3528708122901,TAURUS,205/55 R 19 XL TL 97V TAURUS ALL SEASON BSW M+S 3PMSF,205,55,19,97,V,TAURUS ALL SEASON,9,68.12,,
TYRE-TE9514FB707BA,3528701951157,MICHELIN,205/60 R 17 TL 93H X-ICE SNOW BSW M+S 3PMSF NORDIC COMPOUND,205,60,17,93,H,X-ICE SNOW,6,113.10,,
TYRE-TF03EB45CC265,6959956705696,LEAO,235/55 R 17 XL TL 103V NOVA-FORCE 4X4 HP BSW,235,55,17,103,V,NOVA-FORCE 4X4 HP,20,82.04,,
TYRE-TF31CF81A6A2A,8680830045659,PETLAS,320/70 R 20 TL 123A8/123B TA-110 R-1W (11.2R20),320,70,20,123,A8,TA-110,27,183.33,,
TYRE-TF3ED55A546F4,6953913126135,SUNFULL,195/50 R 16 XL TL 88H SF-982 M+S 3PMSF,195,50,16,88,H,SF-982,16,54.59,,
TYRE-TF3F146190DAA,3528704058389,MICHELIN,295/30 R 21 XL TL 102V PILOT ALPIN 5 (NA0) MFS M+S 3PMSF,295,30,21,102,V,PILOT ALPIN 5 (NA0),4,326.32,,
TYRE-R1ECD720AF60F,4251390571915,ARBEX,7.5Jx17 H2 ET30 5x112x66.7 ARBEX 9 titan polish RL:725kg,7.5,,17,,,,18,90.47,,
TYRE-R23F68340BC71,4250996356551,RC-DESIGN,7.0Jx19 H2 ET45 5x114x67.1 RC34 kristallsilber (ks) M45,7.0,,19,,,,20,153.80,,
TYRE-R25DD941C01D9,4250996351341,RC-DESIGN,6.5Jx16 H2 ET47 5x100x57.1 RC34 schwarz glanz (sg) V6,6.5,,16,,,,20,83.39,,
TYRE-R2A3C102605D0,4026569083168,DEZENT,8.0Jx20 H2 ET50 5x108x63.4 DEZENT AR DARK schwarz glÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â¤nzend frontpoliert,8.0,,20,,,,40,221.16,,
TYRE-R30128A07126C,4051665035520,BORBET,7.0Jx17 H2 ET46 5x108x65.1 DESIGN CWD kristallsilber,7.0,,17,,,,20,110.14,,
TYRE-R36549E352F3C,4251118742894,BARRACUDA,8.0Jx18 H2 ET40 5x120x72.6 TZUNAMEE EVO Black gloss Flashorange RL:850kg,8.0,,18,,,,28,328.10,,
TYRE-R431666811D73,4051665062724,BORBET,9.5Jx20 H2 ET35 5x112x66.5 DESIGN Y titan matt RL:950kg,9.5,,20,,,,40,191.03,,
TYRE-R4607C9B70139,4026569095376,DEZENT,8.0Jx19 H2 ET45 5x112x66.6 DEZENT KG DARK black polished MERCEDES,8.0,,19,,,,40,173.03,,
TYRE-R4E59D7457B5A,8030580265072,MAK,7.0Jx18 H2 ET40 5x110x65.1 DAVINCI black mirror RL:810kg,7.0,,18,,,,20,171.10,,
TYRE-R5CD5B19FDDCC,4026569455620,DEZENT,6.5Jx16 H2 ET40 5x100x57.1 DEZENT TR DARK black/polished front,6.5,,16,,,,21,102.84,,
TYRE-R5E3DFB493F9D,4052894182856,WHEELWORLD-2DRV,8.0Jx18 H2 ET35 5x112x66.6 WH18 Race Silber lackiert RL:725kg,8.0,,18,,,,29,111.80,,
TYRE-R68C1FAAB06FE,4250390938711,OXXO WHEELS,8.0Jx18 H2 ET32.5 5x112.00x66.6 ELAN BLACK schwarz D6,8.0,,18,,,,50,110.08,,
TYRE-R6C2ACFD88FA0,4250084655573,MAM,8.5Jx20 H2 ET30 5x112x72.6 MAM RS4 palladium painted,8.5,,20,,,,40,168.34,,
TYRE-R6C3E3DB8C5B7,4026569093433,DEZENT,7.5Jx17 H2 ET44 5x108x65.1 DEZENT KF DARK ECE black polished,7.5,,17,,,,14,121.46,,
TYRE-R8CB1034218C1,4017222974367,ETABETA,9.0Jx20 H2 ET40 5x112x57.1 URIEL schwarzmatt poliert mit Edelstahlkappe RL:1000kg,9.0,,20,,,,8,435.89,,
TYRE-R90339B396955,4251118745833,BARRACUDA,10.0Jx22 H2 ET45 5x130x71.6 PROJECT X Gloss black Flashred RL:950kg,10.0,,22,,,,28,621.20,,
TYRE-R9315A61C00D8,8030580264150,MAK,7.0Jx18 H2 ET35 4x98x58.1 XLR UNLACKIERT RL:500kg,7.0,,18,,,,8,213.28,,
TYRE-RBFF31618885F,4251713253276,DIEWE,10.5Jx21 H2 ET25 5x112x66.6 IMPATTO neroS RL:940kg,10.5,,21,,,,40,229.78,,
TYRE-RC6DF730A2906,4026569090074,AEZ,9.0Jx21 H2 ET35 5x108x63.4 HAVANNA GREY gunmetal,9.0,,21,,,,34,311.41,,
TYRE-RCA3D523B4236,4059771037865,RIAL,9.0Jx18 H2 ET30 5x112x66.5 M10 polarsilber,9.0,,18,,,,40,129.56,,
TYRE-RE1F4A3F52A60,4051665035254,BORBET,7.0Jx16 H2 ET20 5x114.3x71.3 DESIGN CWE schwarzmatt,7.0,,16,,,,40,134.29,,
TYRE-T00ADF82565DF,3286340612913,BRIDGESTONE,160/80 - 15 M/C TT 74S EXEDRA MAX R,160,80,15,74,S,EXEDRA MAX R,19,122.76,,
TYRE-T0AAA16E9655D,3528705136222,TAURUS,205/60 R 16 XL TL 96V TAURUS HP,205,60,16,96,V,TAURUS HP,50,53.36,,
TYRE-T0B9854D1DBDB,4717784505671,MAXXIS,20x11.00 - 9 TL 38J RAZR M-932 4PR M+S E4,20,11.00,9,38,J,RAZR M-932,4,63.11,,
TYRE-T10C1DEFD8F99,8019227443035,PIRELLI,"235/40 R 19 XL TL 96V PZERO WINTER (T0) MFS BSW M+S 3PMSF PNCS, ELECT",235,40,19,96,V,PZERO WINTER (T0),5,203.18,,
