No header
3528701046969;104696;03684;34.83;1
3528700571042;057104;03772;42.08;1
4027694110132;11110013;13726;30.63;1
4024063338401;0443134000;37400;72.28;35
5452000360403;518650;42214;43.03;12
5452000360427;518652;42216;39.45;2
5452000360465;518656;42345;35.14;16
5452000360533;518663;42352;54.50;1
4019238371673;04530060000;44954;112.38;1
4019238394481;03503940000;46537;131.76;2
4019238454260;03531300000;57757;85.25;1
4038526320360;523186;57832;108.87;8
4038526322159;523930;59111;108.88;3
5452001091757;524362;59141;111.00;1
5452001090613;565870;59178;159.88;1
8019227187465;1874600;59840;161.12;2
3528706783500;678350;63443;69.31;6
5452000366467;522374;63570;62.95;1
4024063502888;1540428000;64258;38.37;8
5452000380913;526111;64894;39.38;1
5452000380951;526115;64895;47.80;1
4024067504697;0372060000;66174;40.83;4
4024067507179;0372074000;66183;42.45;6
4024067507230;0372089000;66188;61.05;32
4024067507322;0372098000;66196;53.24;22
4019238454239;03531270000;66406;139.06;2
8990876153080;B308;67016;47.00;2
5452000640925;527188;67646;44.59;3
5452000640956;527311;67648;42.34;17
5452000640857;527184;67664;39.16;9
8808563296890;1010160;67949;43.53;4
;;74902;117.10;4
;;96129;229.88;4
3188649811120;526747;X014K;112.95;1
4019238521306;03560610000;X0296;127.72;1
4019238485448;03509600000;X02C7;127.61;4
8019227204025;2040200;X02FM;80.13;4
3188649815227;527624;X039Z;62.88;1
4024063580473;1540480000;X03TG;37.94;20
4024063580541;1540488000;X03TL;33.27;9
4024063580558;1540489000;X03TM;39.51;16
3528704535774;453577;X040V;99.33;2
4024063576872;1540478000;X045F;38.03;3
4024063580480;1540482000;X045G;33.35;12
3188649813636;566920;X0468;79.86;8
3188649813735;566937;X046D;85.33;20
3188649813780;566945;X046F;89.72;2
3188649811403;526861;X046Z;81.49;10
8808563304311;1010879;X0879;46.56;1
8808563328355;1013017;X087Y;88.59;1
8714692277818;AP17565014TTT2A00;X08MN;36.82;58
4019238526004;03561030000;X08UL;98.19;1
4019238594720;04511370000;X08WA;70.08;2
4019238523805;03532060000;X08WI;115.82;1
3188649818587;528443;X097O;58.03;8
3188649818723;528438;X097S;54.89;12
3188649818754;528461;X097T;51.50;38
3188649819225;528520;X0982;45.12;59
3188649818563;528441;X0984;60.97;2
3188649818679;528433;X0988;71.37;2
3188649819256;528523;X098L;52.21;2
5452000655943;528521;X098N;47.21;44
5452000425157;529399;X099J;138.48;1
5452000437716;530099;X09A4;58.11;8
5452000441942;530506;X09AL;48.72;2
5452000654144;528279;X09B4;71.57;8
5452000654175;528352;X09B6;81.78;9
3528706995149;699514;X09GE;174.88;2
3528704431243;443124;X09JI;173.23;4
5452000432766;529675;X0AIX;57.53;8
4019238594669;04511310000;X0BTG;103.21;73
4019238547146;03562170000;X0D03;64.74;1
4019238585247;03565860000;X0D0E;100.22;6
3188649820429;528962;X0D6I;72.53;9
3188649820504;528970;X0D6Q;46.88;1
3188649821709;528971;X0D6U;52.86;1
5452000448644;531023;X0DD1;50.83;2
3188649818617;528446;X0GVY;69.13;4
5452000454317;531361;X0GXL;93.46;2
8714692290633;AP16570014TTT2A00;X0H0T;41.65;1
8714692290732;AP17565014TTT2A02;X0H0X;44.23;28
3528708429833;842983;X0HCX;124.90;1
8019227247503;2475000;X0IBV;189.88;2
4019238590760;04511040000;X0IKF;95.45;9
8807622234606;12346NXK;X0J3I;55.64;6
8807622230004;12300NXK;X0KYP;52.11;2
8807622384608;13846NXK;X0LAE;51.44;20
8807622384707;13847NXK;X0LAG;48.61;1
8807622387302;13873NXK;X0LAT;51.62;2
8807622388507;13885NXK;X0LB6;57.33;17
4024067632444;0373200000;X0LNR;53.30;4
4019238632026;04710390000;X0LP5;107.06;4
4019238646511;03539380000;X0LQN;107.95;14
8019227251715;2517100;X0MDP;166.91;2
8808563331560;2002001;X0N15;84.85;1
4024068669708;0362782000;X0NZF;43.33;5
4024067663721;0372302000;X0O00;70.14;19
4019238692440;03571630000;X0RFE;109.99;12
8807622384103;13841NXK;X0RQY;37.67;8
8807622362507;13625NXK;X0RRN;73.85;2
5452000488213;532428;X0SVO;97.61;3
8808563372136;1017039;X0WAB;92.12;7
3528701867144;186714;X0WCL;147.34;4
