product_id,manufacturer_article_number,article_description,article_number,manufacturer_code,manufacturer,group ,vehicle_type,e-mark,european,tyre_width,tyre_aspect_ratio,tyre_diameter,tyre_load_index,nett-price,price,stock,EAN,internal_code,photolink,fuel_effeciency,wet_grip,noise_performance,Noise_Class,snow_grip,ice_label,eprel_id,eprel_url,wcat,article_type
12851,145    R 10TTR10,145     R10 TL 84N  NANK TR10,TR10,NA,NANKANG,16,BESTELWAGEN BANDEN,J,N,145,80,10,84N,42.45,0,>  20,4717622044652,EB208,https://www.etyre.net/preview/t3/na-tr10.jpg,,,,,,,,,1,REIFEN
13006,185 60HR 13TA008,185/60 HR13 TL 80H  YOKO A008,A008,YO,YOKOHAMA,11,LUXE BANDEN,J,N,185,60,13,80H,70.5,188.5,>  20,4968814934736,R3153,https://www.etyre.net/preview/t3/yo-a008.jpg,D,C,69,B,N,N,631575,https://eprel.ec.europa.eu/qr/631575,1,REIFEN
14041,195 60 R 12TTR10,195/60  R12 TL 104N NANK TR10,TR10,NA,NANKANG,16,BESTELWAGEN BANDEN,J,N,195,60,12,104N,48.15,0,>  20,4717622057126,EB189,https://www.etyre.net/preview/t3/na-tr10.jpg,D,C,72,B,N,N,470869,https://eprel.ec.europa.eu/qr/470869,1,REIFEN
16745,175 65TR 14TK425 VW,175/65 TR14 TL 82T  HA K425 KINERGY ECO VW,K425 VW,HA,HANKOOK,11,LUXE BANDEN,J,N,175,65,14,82T,47.3,71.5,>  20,8808563367453,1016649,https://www.etyre.net/preview/t3/ha-k425.jpg,B,C,65,A,N,N,464874,https://eprel.ec.europa.eu/qr/464874,1,REIFEN
17033,135   SR 15T310,135    SR15 TL 72S  TOYO 310 OLDTIMER,310,TO,TOYO,11,LUXE BANDEN,J,N,135,80,15,72S,66.45,94,>  20,4981910830276,2127100,https://www.etyre.net/preview/t3/to-310.jpg,,,,,,,,,1,REIFEN
17034,155   SR 15T310,155    SR15 TL 82S  TOYO 310 OLDTIMER,310,TO,TOYO,11,LUXE BANDEN,J,N,155,80,15,82S,69,103.5,>  20,4981910829423,2128200,https://www.etyre.net/preview/t3/to-310.jpg,,,,,,,,,1,REIFEN
20763,165 80TR 15TCT22,165/80 TR15 TL 87T  CO CONTACT CT 22,CT22,CO,CONTINENTAL,11,LUXE BANDEN,J,J,165,80,15,87T,72.65,135.5,>  20,4019238014990,358140,https://www.etyre.net/preview/t3/co-ct22.jpg,D,B,70,B,N,N,481321,https://eprel.ec.europa.eu/qr/481321,1,REIFEN
23821,195 55HR 15TWINTRAC,195/55 HR15 TL 85H  VR WINTRAC,WINTRAC,VR,VREDESTEIN,13,LUXE BANDEN M&S,J,J,195,55,15,85H,78.8,125,>  20,8714692361319,AP19555015HWTRA00,https://www.etyre.net/preview/t3/vr-wintrac.jpg,D,B,70,B,J,N,615538,https://eprel.ec.europa.eu/qr/615538,1,REIFEN
24002,P24560TR 15TCOBRAGT,P245/60TR15 TL 100T CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,245,60,15,100T,104,227.5,>  20,29142337874,589868,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
24039,P27560TR 15TCOBRAGT,P275/60TR15 TL 107T CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,275,60,15,107T,113.7,247,>  20,29142337898,589870,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
24107,165 70HR 10TA008,165/70 HR10 TL 72H  YOKO A008,A008,YO,YOKOHAMA,11,LUXE BANDEN,J,N,165,70,10,72H,55.25,120,10,4968814602109,K4831,https://www.etyre.net/preview/t3/yo-a008.jpg,,,,,,,,,1,REIFEN
34607,195 55 R 10TTR10,195/55  R10 TL 98P  NANK TR10,TR10,NA,NANKANG,16,BESTELWAGEN BANDEN,J,N,195,55,10,98P,51.9,0,>  20,4717622044645,EB207,https://www.etyre.net/preview/t3/na-tr10.jpg,,,,,,,,,1,REIFEN
35442,195 65 R 16TVANCOWIN,195/65  R16 TL 104T CO VANCONTACT WINTER,VANCOWIN,CO,CONTINENTAL,24,BESTELWAGEN BANDEN M,J,J,195,65,16,104T,122.95,0,8,4019238676310,453092,https://www.etyre.net/preview/t3/co-vancowin.jpg,D,B,73,B,J,N,525800,https://eprel.ec.europa.eu/qr/525800,1,REIFEN
36224,255 55 R 19TDURATRAC,255/55  R19 TL 111Q GY WRL DURATRAC XL POR,DURATRAC,GY,GOODYEAR,17,4 X 4,J,J,255,55,19,111Q,120.5,231.5,>  20,5452000598226,539834,https://www.etyre.net/preview/t3/gy-duratrac.jpg,,,,,,,,,2,REIFEN
42101,P22570TR 14TCOBRAGT,P225/70TR14 TL 98T  CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,225,70,14,98T,105,226.5,16,29142338000,589857,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
51150,285 55VR 18TV801,285/55 VR18 TL 113V YOKO V801 AVS S/T TYPE-1,V801,YO,YOKOHAMA,17,4 X 4,J,N,285,55,18,113V,132.1,287,6,4548515002226,R6390,https://www.etyre.net/preview/t3/yo-v801.jpg,D,D,74,B,N,N,632630,https://eprel.ec.europa.eu/qr/632630,2,REIFEN
51257,255 40YR 19TPZEROAOXL,255/40 YR19 TL 100Y PI PZERO (AO) XL,PZEROAOXL,PI,PIRELLI,11,LUXE BANDEN,J,J,255,40,19,100Y,131.58,366,>  20,8019227199642,1996400,https://www.etyre.net/preview/t3/pi-pzero.jpg,C,B,73,B,N,N,594397,https://eprel.ec.europa.eu/qr/594397,2,REIFEN
52760,750    R 16TSUPGRIP112,750     R16 TL 112N GE SUPER ALL GRIP ##,SUPGRIP112,GE,GENERAL,17,4 X 4,J,N,750,80,16,112N,157.45,233,>  20,4032344820378,450856,https://www.etyre.net/preview/t3/ge-supgrip112.jpg,,,,,,,,,2,REIFEN
124701,P29550SR 15TCOBRAGT,P295/50SR15 TL 105S CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,295,50,15,105S,134.85,256.5,>  20,29142338079,589863,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
125100,P25560TR 15TCOBRAGT,P255/60TR15 TL 102T CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,255,60,15,102T,110.3,243.5,>  20,29142337881,589869,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
126343,185 70HR 15TSPCLASSIC,185/70 HR15 TL 89H  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,185,70,15,89H,146.09,245,17,8714692053344,AP18570015HSPCA00,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
133815,P25570TR 15TCOBRAGT,P255/70TR15 TL 108T CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,255,70,15,108T,104.5,232.5,>  20,29142338048,589866,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
133816,P23570TR 15TCOBRAGT,P235/70TR15 TL 102T CP COBRA GT RWL,COBRAGT,CP,COOPER,11,LUXE BANDEN,J,N,235,70,15,102T,99.75,217.5,9,29142338031,589865,https://www.etyre.net/preview/t3/cp-cobragt.jpg,,,,,,,,,3,REIFEN
137238,255 35YR 19TS001MOXL,255/35 YR19 TL 96Y  BR S001 POTENZA MO XL,S001MOXL,BR,BRIDGESTONE,11,LUXE BANDEN,J,N,255,35,19,96Y,122.2,228,>  20,3286340550413,5504,https://www.etyre.net/preview/t3/br-pots001.jpg,D,B,71,B,N,N,382649,https://eprel.ec.europa.eu/qr/382649,2,REIFEN
137432,225 40YR 19TEAGF1AS2MO,225/40 YR19 TL 93Y  GY EAG-F1 AS2 MOE ROF XL,EAGF1AS2MO,GY,GOODYEAR,25,RUNFLAT BANDEN,J,J,225,40,19,93Y,154.65,330,>  20,5452000664884,540607,https://www.etyre.net/preview/t3/gy-eagf1as2.jpg,C,B,71,B,N,N,529643,https://eprel.ec.europa.eu/qr/529643,1,REIFEN
137987,215 70HR 16TST20,215/70 HR16 TL 99H  DU ST20 GRANDTREK LHD,ST20,DU,DUNLOP,38,ALL-SEASON 4X4/SUV,J,N,215,70,16,99H,77.6,180.5,6,4038526194091,556082,https://www.etyre.net/preview/t3/du-st20.jpg,C,D,71,B,N,N,679989,https://eprel.ec.europa.eu/qr/679989,3,REIFEN
138526,255 60VR 18TSCORPZERXL,255/60 VR18 TL 112V PI SCORPION ZERO XL,SCORPZERXL,PI,PIRELLI,17,4 X 4,J,N,255,60,18,112V,103.5,277,>  20,8019227178036,1780300,https://www.etyre.net/preview/t3/pi-scorpzero.jpg,C,C,72,B,N,N,594231,https://eprel.ec.europa.eu/qr/594231,2,REIFEN
138611,255 55VR 19TSCORPZEROX,255/55 VR19 TL 111V PI SCORPION ZERO XL,SCORPZEROX,PI,PIRELLI,17,4 X 4,J,J,255,55,19,111V,118.06,320,>  20,8019227178043,1780400,https://www.etyre.net/preview/t3/pi-scorpzero.jpg,C,C,72,B,N,N,594232,https://eprel.ec.europa.eu/qr/594232,2,REIFEN
151102,225 35YR 19TPZERORFT*,225/35 YR19 TL 88Y  PI PZERO RFT XL (*),PZERORFT*,PI,PIRELLI,25,RUNFLAT BANDEN,J,J,225,35,19,88Y,135.2,364,>  20,8019227202274,2022700,https://www.etyre.net/preview/t3/pi-pzero.jpg,D,B,72,B,N,N,594423,https://eprel.ec.europa.eu/qr/594423,1,REIFEN
151384,155   SR 15TSPCLASSIC,155    SR15 TL 82S  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,155,80,15,82S,85.35,150.5,>  20,8714692053306,AP15580015SSPCA00,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
151385,165   HR 15TSPCLASSIC,165    HR15 TL 86H  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,165,80,15,86H,128.45,219.5,>  20,8714692150326,AP16580015HSPCA01,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
151902,255 60HR 15TGRABHP OWL,255/60 HR15 TL 102H GE GRABBER HP OWL FR,GRABHP OWL,GE,GENERAL,17,4 X 4,J,N,255,60,15,102H,114.2,166.5,>  20,4032344000756,450913,https://www.etyre.net/preview/t3/ge-grabhpowl.jpg,D,C,72,B,N,N,525904,https://eprel.ec.europa.eu/qr/525904,2,REIFEN
151912,235 60TR 15TGRABHP OWL,235/60 TR15 TL 98T  GE GRABBER HP OWL FR,GRABHP OWL,GE,GENERAL,17,4 X 4,J,N,235,60,15,98T,98.45,142.5,>  20,4032344000763,450912,https://www.etyre.net/preview/t3/ge-grabhpowl.jpg,D,C,71,B,N,N,495143,https://eprel.ec.europa.eu/qr/495143,3,REIFEN
161487,165 70TR 14TH740,165/70 TR14 TL 81T  HA H740 KINERGY 4S,H740,HA,HANKOOK,29,ALL-SEASON PW,J,N,165,70,14,81T,46.2,82.5,>  20,8808563367446,1016648,https://www.etyre.net/preview/t3/ha-h740.jpg,C,C,69,B,J,N,464846,https://eprel.ec.europa.eu/qr/464846,1,REIFEN
161548,195 40ZR 17TK107XL,195/40 ZR17 TL 81W  HA K107 VEN S1 EVO XL,K107XL,HA,HANKOOK,11,LUXE BANDEN,J,N,195,40,17,81W,67.6,131.5,>  20,8808563228631,1005054,https://www.etyre.net/preview/t3/ha-k107.jpg,C,C,71,B,N,N,494891,https://eprel.ec.europa.eu/qr/494891,1,REIFEN
161886,255 50ZR 20TSCZEROXL,255/50 ZR20 TL 109Y PI SCORPION ZERO XL,SCZEROXL,PI,PIRELLI,17,4 X 4,J,N,255,50,20,109Y,168.2,448,>  20,8019227178050,1780500,https://www.etyre.net/preview/t3/pi-scorpzero.jpg,C,B,72,B,N,N,594233,https://eprel.ec.europa.eu/qr/594233,2,REIFEN
162642,195 65HR 15TPRECON2,195/65 HR15 TL 91H  CO PREMIUM CONT 2 #,PRECON2,CO,CONTINENTAL,11,LUXE BANDEN,J,J,195,65,15,91H,54.45,119.5,>  20,4019238508017,351960,https://www.etyre.net/preview/t3/co-precon2.jpg,D,B,71,B,N,N,587934,https://eprel.ec.europa.eu/qr/587934,1,REIFEN
162644,185 60HR 15TPRECON2,185/60 HR15 TL 84H  CO PREMIUM CONT 2,PRECON2,CO,CONTINENTAL,11,LUXE BANDEN,J,N,185,60,15,84H,61.8,147.5,>  20,4019238314212,350062,https://www.etyre.net/preview/t3/co-precon2.jpg,D,C,70,B,N,N,587960,https://eprel.ec.europa.eu/qr/587960,1,REIFEN
162656,215 55HR 18TPRECON2#,215/55 HR18 TL 95H  CO PREMIUM CONT 2 #,PRECON2#,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,55,18,95H,108.95,210.5,>  20,4019238449945,350694,https://www.etyre.net/preview/t3/co-precon2.jpg,D,B,71,B,N,N,482084,https://eprel.ec.europa.eu/qr/482084,3,REIFEN
163148,255 70 R 15TD840,255/70  R15 TL 112S BR DUELER H/T 840,D840,BR,BRIDGESTONE,17,4 X 4,J,N,255,70,15,112S,87.95,248.5,>  20,3286347908712,79087,https://www.etyre.net/preview/t3/br-d840.jpg,B,C,72,B,N,N,383182,https://eprel.ec.europa.eu/qr/383182,2,REIFEN
165572,205 45WR 17TSPMAXXRT*X,205/45 WR17 TL 88W  DU SPORTMAXX RT * XL MFS,SPMAXXRT*X,DU,DUNLOP,11,LUXE BANDEN,J,J,205,45,17,88W,105.55,195.5,>  20,3188649821785,529123,https://www.etyre.net/preview/t3/du-spmaxxrt.jpg,B,C,68,A,N,N,529278,https://eprel.ec.europa.eu/qr/529278,1,REIFEN
169289,225 60VR 17TG91F,225/60 VR17 TL 99V  YOKO G91F,G91F,YO,YOKOHAMA,11,LUXE BANDEN,J,N,225,60,17,99V,95,220,>  20,4968814804039,F4952,https://www.etyre.net/preview/t3/yo-g91a.jpg,B,C,71,B,N,N,646005,https://eprel.ec.europa.eu/qr/646005,3,REIFEN
169794,225 35YR 17TS01SDRIVE,225/35 YR17 TL 86Y  YOKO S01 SDRIVE XL,S01SDRIVE,YO,YOKOHAMA,11,LUXE BANDEN,J,N,225,35,17,86Y,105.17,235,>  20,4968814998776,R6152,https://www.etyre.net/preview/t3/yo-s01sdrive.jpg,D,C,72,B,N,N,631617,https://eprel.ec.europa.eu/qr/631617,1,REIFEN
170340,205 65 R 16TRA18 HYUND,205/65  R16 TL 107T HA VANTRA LT RA18 HYUNDAI,RA18 HYUND,HA,HANKOOK,16,BESTELWAGEN BANDEN,J,N,205,65,16,107T,87.35,172.5,>  20,8808563330822,2001949,https://www.etyre.net/preview/t3/ha-ra18.jpg,E,C,69,B,N,N,493887,https://eprel.ec.europa.eu/qr/493887,1,REIFEN
172623,205 70TR 15TGRABTR,205/70 TR15 TL 96T  GE GRABBER TR,GRABTR,GE,GENERAL,17,4 X 4,J,J,205,70,15,96T,83.45,113.5,>  20,4032344000787,450910,https://www.etyre.net/preview/t3/ge-grabtr.jpg,D,C,71,B,N,N,495122,https://eprel.ec.europa.eu/qr/495122,1,REIFEN
172626,275 60TR 15TGRABHP OWL,275/60 TR15 TL 107T GE GRABBER HP OWL FR,GRABHP OWL,GE,GENERAL,17,4 X 4,J,N,275,60,15,107T,120.2,174,>  20,4032344000749,450914,https://www.etyre.net/preview/t3/ge-grabhpowl.jpg,D,C,72,B,N,N,495244,https://eprel.ec.europa.eu/qr/495244,2,REIFEN
173563,205 60VR 16TK425HYUND,205/60 VR16 TL 92V  HA K425 KINERGY ECO HYUN,K425HYUND,HA,HANKOOK,11,LUXE BANDEN,J,N,205,60,16,92V,67.05,133.5,>  20,8808563377933,1017554,https://www.etyre.net/preview/t3/ha-k425.jpg,C,C,71,B,N,N,488970,https://eprel.ec.europa.eu/qr/488970,1,REIFEN
173581,275 55VR 17TWRANHPAW,275/55 VR17 TL 109V GY WRANG HP ALL WEATHER,WRANHPAW,GY,GOODYEAR,17,4 X 4,J,J,275,55,17,109V,123.7,236.5,>  20,5452000658883,528729,https://www.etyre.net/preview/t3/gy-wranhpaw.jpg,C,D,72,B,N,N,609757,https://eprel.ec.europa.eu/qr/609757,2,REIFEN
175564,215 65HR 16TWINTRAC,215/65 HR16 TL 98H  VR WINTRAC,WINTRAC,VR,VREDESTEIN,13,LUXE BANDEN M&S,J,J,215,65,16,98H,83.4,135.5,>  20,8714692361500,AP21565016HWTRA00,https://www.etyre.net/preview/t3/vr-wintrac.jpg,C,B,70,B,J,N,615739,https://eprel.ec.europa.eu/qr/615739,3,REIFEN
179622,225 50YR 17TK117AO,225/50 YR17 TL 94Y  HA K117 S1 EVO 2 AO,K117AO,HA,HANKOOK,11,LUXE BANDEN,J,J,225,50,17,94Y,83.6,161.5,>  20,8808563340371,1014172,https://www.etyre.net/preview/t3/ha-k117.jpg,C,B,69,A,N,N,463540,https://eprel.ec.europa.eu/qr/463540,1,REIFEN
180246,285 35ZR 24TSCORPASXL,285/35 ZR24 TL 108W PI SCORPION ZERO ASIM XL,SCORPASXL,PI,PIRELLI,17,4 X 4,J,N,285,35,24,108W,285.65,681,18,8019227161939,1619300,https://www.etyre.net/preview/t3/pi-scorpasxl.jpg,C,C,74,B,N,N,594175,https://eprel.ec.europa.eu/qr/594175,4,REIFEN
180391,225 50VR 17TVEC4SEASAO,225/50 VR17 TL 98V  GY VEC 4SEASONS XL AO AU2,VEC4SEASAO,GY,GOODYEAR,29,ALL-SEASON PW,J,J,225,50,17,98V,103.55,215.5,>  20,5452000468277,531849,https://www.etyre.net/preview/t3/gy-vect4seas.jpg,B,C,71,B,J,N,529390,https://eprel.ec.europa.eu/qr/529390,1,REIFEN
180694,285 30ZR 20TPZEROXL,285/30 ZR20 TL 99Y  PI PZERO XL,PZEROXL,PI,PIRELLI,11,LUXE BANDEN,J,J,285,30,20,99Y,217.15,574,>  20,8019227163926,1639200,https://www.etyre.net/preview/t3/pi-pzero.jpg,D,B,74,B,N,N,594184,https://eprel.ec.europa.eu/qr/594184,2,REIFEN
181194,235 40ZR 18TP-ZEROXL,235/40 ZR18 TL 95Y  PI P-ZERO XL PZ4,P-ZEROXL,PI,PIRELLI,11,LUXE BANDEN,J,J,235,40,18,95Y,97.15,256,>  20,8019227274318,2743100,https://www.etyre.net/preview/t3/pi-p-zeropz4.jpg,C,A,68,A,N,N,595490,https://eprel.ec.europa.eu/qr/595490,1,REIFEN
181289,205 45WR 17TSPMAXXRT*R,205/45 WR17 TL 88W  DU SPORTMAXX RT * XL ROF,SPMAXXRT*R,DU,DUNLOP,25,RUNFLAT BANDEN,J,J,205,45,17,88W,113.84,224.5,8,3188649821808,529125,https://www.etyre.net/preview/t3/du-spmaxxrt.jpg,C,B,68,A,N,N,529279,https://eprel.ec.europa.eu/qr/529279,1,REIFEN
183303,235 65 R 16TVANCOFS2,235/65  R16 TL 115R CO VANCO FOUR SEASON 2,VANCOFS2,CO,CONTINENTAL,37,ALL-SEASON LIGHT-TRU,J,J,235,65,16,115R,130.45,263,>  20,4019238318036,473357,https://www.etyre.net/preview/t3/co-vancofs2.jpg,D,B,73,B,J,N,505832,https://eprel.ec.europa.eu/qr/505832,2,REIFEN
183426,175 55TR 15TKH11,175/55 TR15 TL 77T  KUMHO KH11,KH11,KU,KUMHO,11,LUXE BANDEN,J,N,175,55,15,77T,44.25,88.6,>  20,8808956061937,1812513,https://www.etyre.net/preview/t3/ku-kh11.jpg,D,D,70,B,N,N,442595,https://eprel.ec.europa.eu/qr/442595,1,REIFEN
183923,175 70HR 15TSPCLASSIC,175/70 HR15 TL 86H  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,175,70,15,86H,136.34,236,>  20,8714692181283,AP17570015HSPCA00,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
185076,255 50WR 19TD-SPORT*RF,255/50 WR19 TL 107W BR DUELER SPORT * RFT XL,D-SPORT*RF,BR,BRIDGESTONE,25,RUNFLAT BANDEN,J,N,255,50,19,107W,157.35,315,>  20,3286340134910,1349,https://www.etyre.net/preview/t3/br-d-sport.jpg,D,C,73,B,N,N,382953,https://eprel.ec.europa.eu/qr/382953,2,REIFEN
185321,225 60HR 18TST30E,225/60 HR18 TL 100H DU GRANDTREK ST30,ST30E,DU,DUNLOP,17,4 X 4,J,N,225,60,18,100H,93.6,171,>  20,4038526257079,562970,https://www.etyre.net/preview/t3/du-st30.jpg,C,D,71,B,N,N,680003,https://eprel.ec.europa.eu/qr/680003,3,REIFEN
191140,215 55HR 18TKH11,215/55 HR18 TL 95H  KUMHO KH11,KH11,KU,KUMHO,11,LUXE BANDEN,J,N,215,55,18,95H,74.05,169.6,9,8808956065140,1768213,https://www.etyre.net/preview/t3/ku-kh11.jpg,D,C,71,B,N,N,442625,https://eprel.ec.europa.eu/qr/442625,3,REIFEN
192488,245 35ZR 19TK117AO,245/35 ZR19 TL 93Y  HA K117 S1 EVO 2 XL AO,K117AO,HA,HANKOOK,11,LUXE BANDEN,J,J,245,35,19,93Y,119.15,240.5,>  20,8808563330341,1013203,https://www.etyre.net/preview/t3/ha-k117.jpg,D,B,72,B,N,N,499924,https://eprel.ec.europa.eu/qr/499924,3,REIFEN
192573,265 50VR 20TSCVERDEAS,265/50 VR20 TL 107V PI SCORPION VERDE A/S,SCVERDEAS,PI,PIRELLI,17,4 X 4,J,N,265,50,20,107V,155.5,478,>  20,8019227235425,2354200,https://www.etyre.net/preview/t3/pi-scorpveras.jpg,C,B,71,B,N,N,581082,https://eprel.ec.europa.eu/qr/581082,2,REIFEN
192984,325 30YR 21TSPMAXXGT*R,325/30 YR21 TL 108Y DU SPORTMAXX GT * XL ROF,SPMAXXGT*R,DU,DUNLOP,25,RUNFLAT BANDEN,J,J,325,30,21,108Y,361.25,726.5,>  20,3188649821846,529134,https://www.etyre.net/preview/t3/du-spmaxxgt.jpg,C,B,72,A,N,N,529284,https://eprel.ec.europa.eu/qr/529284,2,REIFEN
193115,255 50WR 21TNCT5EMT*,255/50 WR21 TL 106W GY EAGLE NCT 5 EMT * ROF,NCT5EMT*,GY,GOODYEAR,25,RUNFLAT BANDEN,J,J,255,50,21,106W,573.15,1369,8,5452000995209,515150,https://www.etyre.net/preview/t3/gy-nct-5.jpg,D,C,72,B,N,N,528825,https://eprel.ec.europa.eu/qr/528825,2,REIFEN
193139,255 40YR 19TEAGF1ASXLE,255/40 YR19 TL 100Y GY EAG-F1 AS AO XL FP,EAGF1ASXLE,GY,GOODYEAR,11,LUXE BANDEN,J,J,255,40,19,100Y,127.8,285,16,5452000373168,524622,https://www.etyre.net/preview/t3/gy-eagf1as.jpg,D,C,72,B,N,N,529021,https://eprel.ec.europa.eu/qr/529021,2,REIFEN
193367,275 40WR 20TD-SPORT*RF,275/40 WR20 TL 106W BR DUELER SPORT * RFT XL,D-SPORT*RF,BR,BRIDGESTONE,25,RUNFLAT BANDEN,J,N,275,40,20,106W,166.8,322,>  20,3286340135115,1351,https://www.etyre.net/preview/t3/br-d-sport.jpg,D,B,72,B,N,N,383244,https://eprel.ec.europa.eu/qr/383244,2,REIFEN
193484,135 80TR 13TK715,135/80 TR13 TL 70T  HA K715 OPTIMO,K715,HA,HANKOOK,11,LUXE BANDEN,J,N,135,80,13,70T,42,74.5,>  20,8808563313122,1011646,https://www.etyre.net/preview/t3/ha-k715.jpg,D,D,69,B,N,N,468798,https://eprel.ec.europa.eu/qr/468798,1,REIFEN
193498,235 40ZR 18TPZEROXLMO,235/40 ZR18 TL 95Y  PI PZERO XL (MO),PZEROXLMO,PI,PIRELLI,11,LUXE BANDEN,J,J,235,40,18,95Y,96.7,270,>  20,8019227172300,1723000,https://www.etyre.net/preview/t3/pi-pzero.jpg,D,B,72,B,N,N,594209,https://eprel.ec.europa.eu/qr/594209,1,REIFEN
193566,245 50YR 18TCSC3SSR*,245/50 YR18 TL 100Y CO CSC 3 SSR *,CSC3SSR*,CO,CONTINENTAL,25,RUNFLAT BANDEN,J,J,245,50,18,100Y,158.9,314.5,>  20,4019238013559,357253,https://www.etyre.net/preview/t3/co-csc3.jpg,D,B,71,B,N,N,481805,https://eprel.ec.europa.eu/qr/481805,2,REIFEN
193664,175 70 R 14TVANCOCON2,175/70  R14 TL 95T  CO VANCONTACT 2,VANCOCON2,CO,CONTINENTAL,16,BESTELWAGEN BANDEN,J,J,175,70,14,95T,83.05,166,>  20,4019238414707,451029,https://www.etyre.net/preview/t3/co-vanco200.jpg,C,B,72,B,N,N,481308,https://eprel.ec.europa.eu/qr/481308,1,REIFEN
193677,225 75 R 16TVANCOCAMP8,225/75  R16 TL 116R CO VANCO CAMPER,VANCOCAMP8,CO,CONTINENTAL,16,BESTELWAGEN BANDEN,J,J,225,75,16,116R,155.15,307.5,4,4019238321302,471359,https://www.etyre.net/preview/t3/co-vancocamp.jpg,C,B,72,B,N,N,481527,https://eprel.ec.europa.eu/qr/481527,2,REIFEN
193944,165   HR 14TSPCLASSIC,165    HR14 TL 84H  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,165,80,14,84H,125.25,224,16,8714692197253,AP16580014HSPCA00,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
193985,265 40YR 22TPZEROXL(J),265/40 YR22 TL 106Y PI PZERO (J)(LR) XL,PZEROXL(J),PI,PIRELLI,17,4 X 4,J,N,265,40,22,106Y,196.5,516,>  20,8019227254471,2544700,https://www.etyre.net/preview/t3/pi-pzero.jpg,C,B,71,B,N,N,595126,https://eprel.ec.europa.eu/qr/595126,2,REIFEN
194412,245 40WR 17TPRIMHPMO,245/40 WR17 TL 91W  MI PRIMACY HP MO GRNX,PRIMHPMO,MI,MICHELIN,11,LUXE BANDEN,J,J,245,40,17,91W,116.9,190.5,>  20,3528704591992,459199,https://www.etyre.net/preview/t3/mi-primacyhp.jpg,D,B,70,B,N,N,445653,https://eprel.ec.europa.eu/qr/445653,1,REIFEN
196808,245 45YR 19TEXCELL*ROF,245/45 YR19 TL 98Y  GY EXCELLENCE * ROF FP,EXCELL*ROF,GY,GOODYEAR,25,RUNFLAT BANDEN,J,J,245,45,19,98Y,146.3,367,>  20,5452000750853,521723,https://www.etyre.net/preview/t3/gy-excellence.jpg,D,C,71,B,N,N,528901,https://eprel.ec.europa.eu/qr/528901,2,REIFEN
196811,275 40YR 19TEXCELL*ROF,275/40 YR19 TL 101Y GY EXCELLENCE * ROF FP,EXCELL*ROF,GY,GOODYEAR,25,RUNFLAT BANDEN,J,J,275,40,19,101Y,160,381,>  20,5452001073425,521626,https://www.etyre.net/preview/t3/gy-excellence.jpg,D,C,72,B,N,N,528900,https://eprel.ec.europa.eu/qr/528900,2,REIFEN
196812,245 40YR 20TEXCELLROF*,245/40 YR20 TL 99Y  GY EXCELLENCE ROF * XL FP,EXCELLROF*,GY,GOODYEAR,25,RUNFLAT BANDEN,J,J,245,40,20,99Y,160,395,>  20,5452001073937,522026,https://www.etyre.net/preview/t3/gy-excellence.jpg,D,B,72,B,N,N,528905,https://eprel.ec.europa.eu/qr/528905,3,REIFEN
197796,255 40ZR 17TSPORTPS2N3,255/40 ZR17 TL 94Y  MI SPORT PS2 N3,SPORTPS2N3,MI,MICHELIN,11,LUXE BANDEN,J,J,255,40,17,94Y,184.9,288.5,>  20,3528707703842,770384,https://www.etyre.net/preview/t3/mi-ps2.jpg,D,B,70,B,N,N,412056,https://eprel.ec.europa.eu/qr/412056,2,REIFEN
